Question_ID,Question_Text,Subject_Domain,Topic_Subdomain,Bloom_Taxonomy,Exam_Type,Estimated_Duration_Mins,Student_Avg_Score,Pass_Rate,Difficulty_Level
QID_16238,Calculate Optics in a standard system.,Physics,Optics,Apply,Final,6,3.4,67.3,Medium
QID_17350,Hypothesize Database under extreme constraints.,Computer Science,Database,Evaluate,Final,8,1.3,25.2,Hard
QID_17830,Synthesize Mechanics under extreme constraints.,Physics,Mechanics,Evaluate,Quiz,29,2.5,49.8,Medium
QID_10760,Identify Relativity as defined in the textbook.,Physics,Relativity,Remember,Quiz,30,4.6,92.8,Easy
QID_16254,Hypothesize Networking under extreme constraints.,Computer Science,Networking,Evaluate,Final,14,2.8,56.5,Medium
QID_11906,Name Thermodynamics in simple terms.,Physics,Thermodynamics,Remember,Final,22,4.6,91.8,Easy
QID_13818,Synthesize Thermodynamics in distributed latency environments.,Physics,Thermodynamics,Evaluate,Quiz,9,1.7,33.3,Hard
QID_16269,Hypothesize Networking with mathematical proofs.,Computer Science,Networking,Evaluate,Final,7,1.4,27.2,Hard
QID_14300,Synthesize Geometry with mathematical proofs.,Mathematics,Geometry,Evaluate,Midterm,7,1.0,19.5,Hard
QID_15569,State Database briefly.,Computer Science,Database,Remember,Final,27,4.6,91.3,Easy
QID_17941,Compare Networking in a standard system.,Computer Science,Networking,Apply,Quiz,28,2.4,48.0,Medium
QID_20785,Describe Statistics for a specific case.,Mathematics,Statistics,Apply,Midterm,16,3.5,70.6,Medium
QID_14164,Calculate Optics for a specific case.,Physics,Optics,Apply,Quiz,8,3.0,59.1,Medium
QID_21223,Explain how Algorithms using an example.,Computer Science,Algorithms,Apply,Quiz,28,3.3,65.7,Medium
QID_15971,Compare Quantum Physics for a specific case.,Physics,Quantum Physics,Apply,Midterm,29,3.8,76.4,Easy
QID_13579,Explain how Linear Algebra for a specific case.,Mathematics,Linear Algebra,Apply,Final,28,2.8,55.8,Medium
QID_12832,Compare Optics diagrammatically.,Physics,Optics,Apply,Midterm,13,2.0,40.2,Hard
QID_15449,State Probability briefly.,Mathematics,Probability,Remember,Midterm,14,4.2,84.1,Easy
QID_13472,Define Algorithms briefly.,Computer Science,Algorithms,Remember,Final,8,4.8,96.3,Easy
QID_16327,Critically analyze Relativity under extreme constraints.,Physics,Relativity,Evaluate,Midterm,20,1.0,20.4,Hard
QID_10137,Calculate Thermodynamics in a standard system.,Physics,Thermodynamics,Apply,Midterm,20,3.8,76.7,Easy
QID_17043,Outline Networking using an example.,Computer Science,Networking,Apply,Midterm,7,3.2,64.7,Medium
QID_14892,List Mechanics as defined in the textbook.,Physics,Mechanics,Remember,Quiz,14,4.2,83.1,Easy
QID_12180,Define Linear Algebra in simple terms.,Mathematics,Linear Algebra,Remember,Quiz,9,4.8,96.9,Easy
QID_20320,Evaluate the limitations of Networking under extreme constraints.,Computer Science,Networking,Evaluate,Midterm,30,2.2,44.8,Hard
QID_17730,Evaluate the limitations of Database in distributed latency environments.,Computer Science,Database,Evaluate,Quiz,12,1.5,29.9,Hard
QID_13177,What is Mechanics,Physics,Mechanics,Remember,Final,20,4.5,89.8,Easy
QID_14854,Compare Data Structures diagrammatically.,Computer Science,Data Structures,Apply,Final,18,2.3,45.7,Medium
QID_14637,Evaluate the limitations of Networking in distributed latency environments.,Computer Science,Networking,Evaluate,Quiz,21,1.6,31.7,Hard
QID_15115,Name Networking,Computer Science,Networking,Remember,Midterm,7,3.9,77.8,Easy
QID_21435,Name Geometry briefly.,Mathematics,Geometry,Remember,Midterm,9,4.1,81.3,Easy
QID_17648,Derive the formula for Algorithms with mathematical proofs.,Computer Science,Algorithms,Evaluate,Quiz,25,1.2,23.1,Hard
QID_14261,Name Probability in simple terms.,Mathematics,Probability,Remember,Midterm,18,4.6,92.7,Easy
QID_11331,Calculate Optics in a standard system.,Physics,Optics,Apply,Midterm,9,3.0,59.6,Medium
QID_20209,Define Database,Computer Science,Database,Remember,Final,26,5.0,100.0,Easy
QID_20674,What is Calculus briefly.,Mathematics,Calculus,Remember,Quiz,23,4.4,88.7,Easy
QID_17002,Synthesize AI in distributed latency environments.,Computer Science,AI,Evaluate,Quiz,16,1.6,31.7,Hard
QID_19550,Outline Statistics for a specific case.,Mathematics,Statistics,Apply,Quiz,23,3.1,62.6,Medium
QID_16941,State Database in simple terms.,Computer Science,Database,Remember,Quiz,27,4.7,93.5,Easy
QID_18017,State Database briefly.,Computer Science,Database,Remember,Final,25,4.3,86.2,Easy
QID_16241,List Database as defined in the textbook.,Computer Science,Database,Remember,Quiz,5,4.2,84.4,Easy
QID_19521,Synthesize Database with mathematical proofs.,Computer Science,Database,Evaluate,Midterm,7,1.5,29.8,Hard
QID_15176,What is Calculus in simple terms.,Mathematics,Calculus,Remember,Quiz,22,4.6,91.9,Easy
QID_16881,Hypothesize AI with mathematical proofs.,Computer Science,AI,Evaluate,Midterm,24,1.9,37.7,Hard
QID_20342,Illustrate Calculus for a specific case.,Mathematics,Calculus,Apply,Final,18,3.4,67.5,Medium
QID_14530,Derive the formula for Quantum Physics with mathematical proofs.,Physics,Quantum Physics,Evaluate,Midterm,16,1.4,28.3,Hard
QID_20314,Compare AI using an example.,Computer Science,AI,Apply,Quiz,13,3.0,59.5,Medium
QID_14673,,Mathematics,Calculus,Remember,Midterm,10,4.0,79.2,Easy
QID_16996,Hypothesize Database considering edge cases.,Computer Science,Database,Evaluate,Midterm,26,2.0,40.0,Hard
QID_11252,Calculate AI using an example.,Computer Science,AI,Apply,Midterm,9,3.1,62.2,Medium
QID_13374,Hypothesize Geometry with mathematical proofs.,Mathematics,Geometry,Evaluate,Final,9,1.7,33.6,Hard
QID_12814,Synthesize AI considering edge cases.,Computer Science,AI,Evaluate,Quiz,20,1.4,29.0,Hard
QID_14719,Calculate Relativity for a specific case.,Physics,Relativity,Apply,Midterm,27,2.4,48.7,Medium
QID_16544,Hypothesize Quantum Physics in distributed latency environments.,Physics,Quantum Physics,Evaluate,Final,28,1.9,37.3,Hard
QID_20040,Evaluate the limitations of Quantum Physics with mathematical proofs.,Physics,Quantum Physics,Evaluate,Quiz,21,2.1,42.4,Hard
QID_14858,Derive the formula for Database in distributed latency environments.,Computer Science,Database,Evaluate,Final,24,2.9,57.5,Medium
QID_17901,Define Calculus as defined in the textbook.,Mathematics,Calculus,Remember,Final,5,4.4,88.9,Easy
QID_21229,Calculate AI diagrammatically.,Computer Science,AI,Apply,Final,25,3.2,64.4,Medium
QID_18580,What is Calculus briefly.,Mathematics,Calculus,Remember,Midterm,20,4.5,90.1,Easy
QID_18427,Name AI as defined in the textbook.,Computer Science,AI,Remember,Quiz,14,3.9,78.0,Easy
QID_11077,List Statistics as defined in the textbook.,Mathematics,Statistics,Remember,Quiz,11,4.2,84.8,Easy
QID_20176,Critically analyze Relativity under extreme constraints.,Physics,Relativity,Evaluate,Quiz,18,0.8,16.1,Hard
QID_14363,List AI,Computer Science,AI,Remember,Midterm,6,4.4,87.0,Easy
QID_10770,Name Calculus as defined in the textbook.,Mathematics,Calculus,Remember,Midterm,16,3.8,76.3,Easy
QID_20357,Calculate Relativity for a specific case.,Physics,Relativity,Apply,Quiz,12,2.9,57.5,Medium
QID_18865,Critically analyze Mechanics with mathematical proofs.,Physics,Mechanics,Evaluate,Midterm,13,2.9,57.1,Medium
QID_10249,Calculate Geometry in a standard system.,Mathematics,Geometry,Apply,Midterm,22,3.0,60.1,Medium
QID_19766,Identify Mechanics,Physics,Mechanics,Remember,Midterm,12,4.6,91.3,Easy
QID_17239,Critically analyze Calculus under extreme constraints.,Mathematics,Calculus,Evaluate,Quiz,28,2.0,40.6,Hard
QID_13419,Synthesize Database considering edge cases.,Computer Science,Database,Evaluate,Quiz,21,1.7,34.9,Hard
QID_20273,Describe Mechanics in a standard system.,Physics,Mechanics,Apply,Quiz,18,3.2,64.2,Medium
QID_20015,Hypothesize Geometry considering edge cases.,Mathematics,Geometry,Evaluate,Midterm,10,2.2,43.1,Hard
QID_14976,Hypothesize Optics considering edge cases.,Physics,Optics,Evaluate,Final,10,1.6,33.0,Hard
QID_14544,List Probability as defined in the textbook.,Mathematics,Probability,Remember,Final,25,4.7,93.6,Easy
QID_15565,Describe AI using an example.,Computer Science,AI,Apply,Quiz,6,3.1,61.7,Medium
QID_17939,Identify Statistics,Mathematics,Statistics,Remember,Quiz,9,3.9,77.3,Easy
QID_10716,Hypothesize Relativity under extreme constraints.,Physics,Relativity,Evaluate,Quiz,13,1.7,34.5,Hard
QID_21874,Calculate Algorithms in a standard system.,Computer Science,Algorithms,Apply,Final,27,2.4,47.3,Medium
QID_12048,Evaluate the limitations of Geometry under extreme constraints.,Mathematics,Geometry,Evaluate,Quiz,19,1.2,23.7,Hard
QID_15997,Illustrate Geometry in a standard system.,Mathematics,Geometry,Apply,Final,10,2.7,53.7,Medium
QID_16600,Name Networking briefly.,Computer Science,Networking,Remember,Final,23,4.2,84.9,Easy
QID_17245,Define Geometry briefly.,Mathematics,Geometry,Remember,Midterm,29,4.3,86.5,Easy
QID_14178,Define Probability as defined in the textbook.,Mathematics,Probability,Remember,Final,28,4.7,93.7,Easy
QID_14809,Outline Networking in a standard system.,Computer Science,Networking,Apply,Final,6,3.1,61.4,Medium
QID_20916,Outline Data Structures for a specific case.,Computer Science,Data Structures,Apply,Quiz,28,3.0,60.2,Medium
QID_21662,Explain how Calculus using an example.,Mathematics,Calculus,Apply,Quiz,18,3.0,59.7,Medium
QID_17140,Hypothesize Quantum Physics with mathematical proofs.,Physics,Quantum Physics,Evaluate,Quiz,30,1.1,22.9,Hard
QID_17190,Synthesize Database with mathematical proofs.,Computer Science,Database,Evaluate,Final,23,0.6,11.7,Hard
QID_11460,What is Mechanics,Physics,Mechanics,Remember,Midterm,12,4.5,90.1,Easy
QID_15989,What is Thermodynamics in simple terms.,Physics,Thermodynamics,Remember,Quiz,9,4.3,86.1,Easy
QID_19860,Critically analyze Quantum Physics under extreme constraints.,Physics,Quantum Physics,Evaluate,Quiz,16,2.5,50.7,Medium
QID_20948,Hypothesize Algorithms considering edge cases.,Computer Science,Algorithms,Evaluate,Final,27,2.2,43.8,Hard
QID_12000,Illustrate Optics in a standard system.,Physics,Optics,Apply,Quiz,19,3.0,59.5,Medium
QID_18175,Synthesize Optics under extreme constraints.,Physics,Optics,Evaluate,Final,14,1.8,35.5,Hard
QID_10404,Derive the formula for Optics under extreme constraints.,Physics,Optics,Evaluate,Quiz,26,1.5,29.7,Hard
QID_10384,List AI as defined in the textbook.,Computer Science,AI,Remember,Midterm,27,3.9,78.1,Easy
QID_21616,State AI as defined in the textbook.,Computer Science,AI,Remember,Final,15,4.0,80.2,Easy
QID_21668,Describe Data Structures using an example.,Computer Science,Data Structures,Apply,Quiz,17,3.2,64.9,Medium
QID_20344,Identify Statistics briefly.,Mathematics,Statistics,Remember,Quiz,26,4.6,92.8,Easy
QID_11633,State Data Structures,Computer Science,Data Structures,Remember,Quiz,27,4.2,85.0,Easy
QID_21752,Derive the formula for Quantum Physics in distributed latency environments.,Physics,Quantum Physics,Evaluate,Quiz,22,0.9,17.4,Hard
QID_14784,Evaluate the limitations of Mechanics under extreme constraints.,Physics,Mechanics,Evaluate,Quiz,28,2.7,53.3,Medium
QID_21629,Synthesize Algorithms in distributed latency environments.,Computer Science,Algorithms,Evaluate,Final,12,1.1,22.5,Hard
QID_16970,Identify Linear Algebra,Mathematics,Linear Algebra,Remember,Quiz,16,3.6,71.1,Medium
QID_13925,Explain how Algorithms in a standard system.,Computer Science,Algorithms,Apply,Quiz,23,3.3,66.1,Medium
QID_14158,Describe AI for a specific case.,Computer Science,AI,Apply,Final,17,3.6,73.0,Medium
QID_17449,What is Optics briefly.,Physics,Optics,Remember,Final,18,4.0,80.3,Easy
QID_18415,Calculate Calculus diagrammatically.,Mathematics,Calculus,Apply,Final,14,3.7,73.5,Medium
QID_12193,Explain how Thermodynamics using an example.,Physics,Thermodynamics,Apply,Midterm,22,3.7,73.2,Medium
QID_21328,List Algorithms in simple terms.,Computer Science,Algorithms,Remember,Final,13,3.9,78.5,Easy
QID_20016,Critically analyze Linear Algebra considering edge cases.,Mathematics,Linear Algebra,Evaluate,Midterm,27,1.6,31.1,Hard
QID_11015,Compare Geometry in a standard system.,Mathematics,Geometry,Apply,Final,19,2.8,56.4,Medium
QID_15124,Hypothesize Relativity with mathematical proofs.,Physics,Relativity,Evaluate,Quiz,15,1.6,32.4,Hard
QID_17418,List AI as defined in the textbook.,Computer Science,AI,Remember,Midterm,8,5.0,100.0,Easy
QID_17409,Calculate Probability using an example.,Mathematics,Probability,Apply,Midterm,6,3.5,70.0,Medium
QID_18989,Illustrate Networking diagrammatically.,Computer Science,Networking,Apply,Midterm,26,2.3,45.2,Medium
QID_12871,Outline Geometry in a standard system.,Mathematics,Geometry,Apply,Midterm,29,3.3,65.7,Medium
QID_10009,Hypothesize Optics under extreme constraints.,Physics,Optics,Evaluate,Midterm,30,2.3,46.7,Medium
QID_20136,Calculate Probability in a standard system.,Mathematics,Probability,Apply,Midterm,15,3.1,62.8,Medium
QID_11838,Calculate Quantum Physics using an example.,Physics,Quantum Physics,Apply,Final,29,3.2,64.3,Medium
QID_14804,Describe Networking diagrammatically.,Computer Science,Networking,Apply,Final,26,2.7,53.3,Medium
QID_10255,Critically analyze Statistics under extreme constraints.,Mathematics,Statistics,Evaluate,Midterm,27,1.9,38.1,Hard
QID_17026,Define Algorithms in simple terms.,Computer Science,Algorithms,Remember,Quiz,16,5.0,99.4,Easy
QID_15713,Hypothesize Relativity with mathematical proofs.,Physics,Relativity,Evaluate,Midterm,26,1.9,38.4,Hard
QID_13324,Evaluate the limitations of Algorithms with mathematical proofs.,Computer Science,Algorithms,Evaluate,Final,8,1.8,36.9,Hard
QID_17714,Define Networking as defined in the textbook.,Computer Science,Networking,Remember,Quiz,27,4.3,87.0,Easy
QID_11581,Define Data Structures as defined in the textbook.,Computer Science,Data Structures,Remember,Quiz,27,4.5,89.7,Easy
QID_21148,Identify Statistics briefly.,Mathematics,Statistics,Remember,Final,19,4.3,85.5,Easy
QID_10924,List Data Structures in simple terms.,Computer Science,Data Structures,Remember,Quiz,24,4.6,91.0,Easy
QID_12779,Critically analyze Relativity in distributed latency environments.,Physics,Relativity,Evaluate,Quiz,15,0.6,11.6,Hard
QID_20700,What is Mechanics,Physics,Mechanics,Remember,Midterm,9,4.5,89.4,Easy
QID_17891,Identify Database in simple terms.,Computer Science,Database,Remember,Quiz,13,4.7,93.0,Easy
QID_16132,Critically analyze Geometry in distributed latency environments.,Mathematics,Geometry,Evaluate,Quiz,21,1.7,33.1,Hard
QID_15320,Explain how Data Structures for a specific case.,Computer Science,Data Structures,Apply,Quiz,6,3.1,61.9,Medium
QID_17312,Hypothesize AI under extreme constraints.,Computer Science,AI,Evaluate,Quiz,22,2.0,40.4,Hard
QID_17102,List Quantum Physics,Physics,Quantum Physics,Remember,Quiz,17,4.2,84.3,Easy
QID_16042,Critically analyze Database with mathematical proofs.,Computer Science,Database,Evaluate,Midterm,19,1.0,19.4,Hard
QID_13775,Compare Mechanics in a standard system.,Physics,Mechanics,Apply,Quiz,20,3.6,72.9,Medium
QID_14835,Illustrate Statistics for a specific case.,Mathematics,Statistics,Apply,Midterm,20,2.4,48.5,Medium
QID_14964,Hypothesize Database with mathematical proofs.,Computer Science,Database,Evaluate,Quiz,7,0.6,12.0,Hard
QID_20971,Critically analyze AI with mathematical proofs.,Computer Science,AI,Evaluate,Quiz,14,2.2,43.8,Hard
QID_10539,Calculate Mechanics for a specific case.,Physics,Mechanics,Apply,Final,5,2.8,55.9,Medium
QID_17483,Explain how Calculus in a standard system.,Mathematics,Calculus,Apply,Quiz,19,2.6,51.7,Medium
QID_12745,Derive the formula for AI considering edge cases.,Computer Science,AI,Evaluate,Quiz,9,2.0,39.7,Hard
QID_13719,Derive the formula for Algorithms in distributed latency environments.,Computer Science,Algorithms,Evaluate,Quiz,20,2.0,39.8,Hard
QID_16819,Synthesize Mechanics considering edge cases.,Physics,Mechanics,Evaluate,Midterm,10,1.6,31.3,Hard
QID_19337,State Database in simple terms.,Computer Science,Database,Remember,Quiz,7,4.8,96.1,Easy
QID_14468,Outline Optics for a specific case.,Physics,Optics,Apply,Final,15,2.8,55.5,Medium
QID_10667,Critically analyze Statistics with mathematical proofs.,Mathematics,Statistics,Evaluate,Quiz,26,2.0,40.0,Hard
QID_17575,Define Data Structures briefly.,Computer Science,Data Structures,Remember,Quiz,15,4.4,87.2,Easy
QID_21211,Compare Optics in a standard system.,Physics,Optics,Apply,Quiz,19,3.0,60.5,Medium
QID_18549,Identify Quantum Physics,Physics,Quantum Physics,Remember,Midterm,10,4.4,88.4,Easy
QID_15063,Compare Mechanics using an example.,Physics,Mechanics,Apply,Final,15,3.2,64.6,Medium
QID_21023,Name AI as defined in the textbook.,Computer Science,AI,Remember,Quiz,30,4.6,92.3,Easy
QID_20975,Name Networking as defined in the textbook.,Computer Science,Networking,Remember,Final,8,4.2,84.1,Easy
QID_11353,What is Probability,Mathematics,Probability,Remember,Quiz,30,4.8,96.9,Easy
QID_17114,Name Quantum Physics as defined in the textbook.,Physics,Quantum Physics,Remember,Quiz,8,4.7,94.7,Easy
QID_12483,Compare Algorithms for a specific case.,Computer Science,Algorithms,Apply,Midterm,13,3.7,73.2,Medium
QID_18662,Identify Thermodynamics briefly.,Physics,Thermodynamics,Remember,Final,18,4.6,92.3,Easy
QID_12703,Outline Calculus using an example.,Mathematics,Calculus,Apply,Midterm,26,3.7,74.0,Medium
QID_13330,Hypothesize Linear Algebra under extreme constraints.,Mathematics,Linear Algebra,Evaluate,Final,27,1.9,37.4,Hard
QID_18053,Illustrate Quantum Physics in a standard system.,Physics,Quantum Physics,Apply,Quiz,15,3.0,59.7,Medium
QID_19588,Define Geometry briefly.,Mathematics,Geometry,Remember,Midterm,29,4.3,86.1,Easy
QID_13584,What is Data Structures briefly.,Computer Science,Data Structures,Remember,Quiz,19,4.5,89.4,Easy
QID_21608,Compare Mechanics diagrammatically.,Physics,Mechanics,Apply,Midterm,10,2.5,50.2,Medium
QID_15645,Synthesize Quantum Physics with mathematical proofs.,Physics,Quantum Physics,Evaluate,Final,11,1.3,25.7,Hard
QID_13376,Explain how Algorithms using an example.,Computer Science,Algorithms,Apply,Midterm,24,2.8,56.7,Medium
QID_11256,State Quantum Physics briefly.,Physics,Quantum Physics,Remember,Final,11,4.1,81.3,Easy
QID_16190,Hypothesize Calculus in distributed latency environments.,Mathematics,Calculus,Evaluate,Midterm,26,1.1,22.3,Hard
QID_19442,Name Quantum Physics in simple terms.,Physics,Quantum Physics,Remember,Midterm,20,4.1,81.7,Easy
QID_15348,Hypothesize Optics with mathematical proofs.,Physics,Optics,Evaluate,Quiz,19,2.3,45.2,Medium
QID_21003,Calculate Calculus for a specific case.,Mathematics,Calculus,Apply,Final,17,3.3,66.9,Medium
QID_21476,Identify Mechanics in simple terms.,Physics,Mechanics,Remember,Quiz,22,4.3,86.9,Easy
QID_21125,Synthesize Calculus in distributed latency environments.,Mathematics,Calculus,Evaluate,Quiz,13,1.3,26.4,Hard
QID_14175,Calculate Algorithms for a specific case.,Computer Science,Algorithms,Apply,Final,28,2.9,57.8,Medium
QID_14910,What is Quantum Physics briefly.,Physics,Quantum Physics,Remember,Quiz,13,4.6,91.6,Easy
QID_11852,Hypothesize Mechanics with mathematical proofs.,Physics,Mechanics,Evaluate,Final,30,0.9,18.3,Hard
QID_16316,Hypothesize Statistics under extreme constraints.,Mathematics,Statistics,Evaluate,Final,19,1.6,32.1,Hard
QID_11793,Outline Thermodynamics in a standard system.,Physics,Thermodynamics,Apply,Midterm,16,3.0,59.6,Medium
QID_12105,Explain how Algorithms diagrammatically.,Computer Science,Algorithms,Apply,Final,11,2.8,56.0,Medium
QID_10133,Synthesize Statistics with mathematical proofs.,Mathematics,Statistics,Evaluate,Quiz,19,1.9,38.0,Hard
QID_15029,Identify Mechanics in simple terms.,Physics,Mechanics,Remember,Midterm,19,4.4,88.1,Easy
QID_10928,,Physics,Thermodynamics,Apply,Final,5,2.8,56.8,Medium
QID_10823,Describe Relativity using an example.,Physics,Relativity,Apply,Midterm,16,2.9,58.9,Medium
QID_17576,Synthesize Quantum Physics under extreme constraints.,Physics,Quantum Physics,Evaluate,Quiz,11,2.5,50.6,Medium
QID_11531,State Thermodynamics as defined in the textbook.,Physics,Thermodynamics,Remember,Quiz,13,3.9,78.7,Easy
QID_11214,Name Networking in simple terms.,Computer Science,Networking,Remember,Final,23,4.8,96.3,Easy
QID_10504,Hypothesize Thermodynamics with mathematical proofs.,Physics,Thermodynamics,Evaluate,Final,5,2.5,49.2,Medium
QID_20188,Describe Probability diagrammatically.,Mathematics,Probability,Apply,Final,15,3.2,64.4,Medium
QID_16530,Describe Quantum Physics in a standard system.,Physics,Quantum Physics,Apply,Quiz,8,2.6,52.5,Medium
QID_13072,Evaluate the limitations of Networking considering edge cases.,Computer Science,Networking,Evaluate,Midterm,5,1.2,24.6,Hard
QID_20150,List Linear Algebra in simple terms.,Mathematics,Linear Algebra,Remember,Midterm,16,4.4,88.4,Easy
QID_19576,Outline Database in a standard system.,Computer Science,Database,Apply,Quiz,24,3.4,67.1,Medium
QID_19086,State AI as defined in the textbook.,Computer Science,AI,Remember,Quiz,12,4.6,91.8,Easy
QID_18647,Calculate AI using an example.,Computer Science,AI,Apply,Quiz,19,2.2,43.5,Hard
QID_16619,Critically analyze AI considering edge cases.,Computer Science,AI,Evaluate,Midterm,30,2.0,40.9,Hard
QID_19273,Derive the formula for Geometry considering edge cases.,Mathematics,Geometry,Evaluate,Midterm,19,1.2,23.9,Hard
QID_13709,Derive the formula for Networking considering edge cases.,Computer Science,Networking,Evaluate,Quiz,21,1.3,25.6,Hard
QID_21792,Compare Calculus in a standard system.,Mathematics,Calculus,Apply,Final,14,3.1,62.8,Medium
QID_14849,Evaluate the limitations of Quantum Physics considering edge cases.,Physics,Quantum Physics,Evaluate,Quiz,28,1.6,32.6,Hard
QID_14748,Derive the formula for AI under extreme constraints.,Computer Science,AI,Evaluate,Final,8,1.6,32.8,Hard
QID_14268,Derive the formula for Data Structures with mathematical proofs.,Computer Science,Data Structures,Evaluate,Final,30,1.5,29.1,Hard
QID_18388,State Statistics as defined in the textbook.,Mathematics,Statistics,Remember,Midterm,27,4.0,80.2,Easy
QID_18905,Calculate Geometry diagrammatically.,Mathematics,Geometry,Apply,Final,29,2.7,53.4,Medium
QID_14186,Outline Mechanics diagrammatically.,Physics,Mechanics,Apply,Midterm,5,3.2,64.5,Medium
QID_20406,Evaluate the limitations of Database considering edge cases.,Computer Science,Database,Evaluate,Final,20,1.8,35.4,Hard
QID_15301,Critically analyze Geometry under extreme constraints.,Mathematics,Geometry,Evaluate,Midterm,7,2.3,46.2,Medium
QID_12923,Hypothesize Calculus under extreme constraints.,Mathematics,Calculus,Evaluate,Quiz,15,0.8,15.7,Hard
QID_16588,Describe Geometry in a standard system.,Mathematics,Geometry,Apply,Final,5,3.1,62.5,Medium
QID_11810,Identify Calculus in simple terms.,Mathematics,Calculus,Remember,Midterm,11,4.4,88.8,Easy
QID_13486,Synthesize Algorithms in distributed latency environments.,Computer Science,Algorithms,Evaluate,Midterm,22,1.4,28.3,Hard
QID_17419,State Probability briefly.,Mathematics,Probability,Remember,Midterm,29,4.0,79.9,Easy
QID_13141,Outline Mechanics using an example.,Physics,Mechanics,Apply,Quiz,24,2.7,53.3,Medium
QID_20019,Evaluate the limitations of Statistics in distributed latency environments.,Mathematics,Statistics,Evaluate,Midterm,20,1.4,28.9,Hard
QID_19347,Name Calculus briefly.,Mathematics,Calculus,Remember,Quiz,11,4.5,89.9,Easy
QID_11324,Name Quantum Physics as defined in the textbook.,Physics,Quantum Physics,Remember,Final,14,4.2,83.4,Easy
QID_14312,Explain how Algorithms for a specific case.,Computer Science,Algorithms,Apply,Final,27,3.4,67.3,Medium
QID_17494,Explain how Thermodynamics using an example.,Physics,Thermodynamics,Apply,Quiz,15,2.2,44.5,Hard
QID_18702,Synthesize Algorithms in distributed latency environments.,Computer Science,Algorithms,Evaluate,Midterm,20,1.6,31.6,Hard
QID_19872,Identify Statistics as defined in the textbook.,Mathematics,Statistics,Remember,Quiz,22,4.5,90.3,Easy
QID_18691,Hypothesize Database under extreme constraints.,Computer Science,Database,Evaluate,Midterm,30,2.5,49.8,Medium
QID_21686,Hypothesize Statistics under extreme constraints.,Mathematics,Statistics,Evaluate,Quiz,6,1.8,36.9,Hard
QID_20048,Hypothesize Geometry with mathematical proofs.,Mathematics,Geometry,Evaluate,Final,21,1.2,24.0,Hard
QID_19580,Critically analyze Optics considering edge cases.,Physics,Optics,Evaluate,Midterm,7,1.7,33.9,Hard
QID_20578,List AI,Computer Science,AI,Remember,Quiz,11,4.4,87.2,Easy
QID_15541,Outline Relativity diagrammatically.,Physics,Relativity,Apply,Final,28,2.5,49.1,Medium
QID_21428,What is Quantum Physics,Physics,Quantum Physics,Remember,Quiz,7,5.0,100.0,Easy
QID_16172,Calculate Statistics diagrammatically.,Mathematics,Statistics,Apply,Final,19,3.0,60.2,Medium
QID_11540,Identify AI as defined in the textbook.,Computer Science,AI,Remember,Final,26,4.3,86.1,Easy
QID_19409,Evaluate the limitations of AI under extreme constraints.,Computer Science,AI,Evaluate,Quiz,6,2.1,41.1,Hard
QID_12681,Outline Optics diagrammatically.,Physics,Optics,Apply,Quiz,20,3.0,60.8,Medium
QID_14447,State Algorithms as defined in the textbook.,Computer Science,Algorithms,Remember,Final,12,4.2,84.3,Easy
QID_21185,State Linear Algebra in simple terms.,Mathematics,Linear Algebra,Remember,Quiz,5,4.1,82.2,Easy
QID_16313,State Probability briefly.,Mathematics,Probability,Remember,Final,20,4.1,81.3,Easy
QID_11191,Explain how Algorithms in a standard system.,Computer Science,Algorithms,Apply,Final,30,2.5,49.0,Medium
QID_15293,Evaluate the limitations of Quantum Physics in distributed latency environments.,Physics,Quantum Physics,Evaluate,Quiz,25,1.5,29.0,Hard
QID_11542,Compare AI in a standard system.,Computer Science,AI,Apply,Final,8,2.8,55.3,Medium
QID_21493,Hypothesize Thermodynamics with mathematical proofs.,Physics,Thermodynamics,Evaluate,Midterm,24,1.4,29.0,Hard
QID_21516,Describe Statistics in a standard system.,Mathematics,Statistics,Apply,Final,10,3.1,62.9,Medium
QID_17056,Evaluate the limitations of Statistics under extreme constraints.,Mathematics,Statistics,Evaluate,Final,9,1.3,26.9,Hard
QID_12539,Name Data Structures briefly.,Computer Science,Data Structures,Remember,Midterm,19,4.0,80.1,Easy
QID_10953,Define Probability in simple terms.,Mathematics,Probability,Remember,Midterm,25,4.6,92.0,Easy
QID_17241,What is Database in simple terms.,Computer Science,Database,Remember,Final,9,4.4,87.4,Easy
QID_16731,Outline Optics for a specific case.,Physics,Optics,Apply,Final,7,2.4,48.2,Medium
QID_14846,Derive the formula for Calculus considering edge cases.,Mathematics,Calculus,Evaluate,Midterm,18,1.8,35.9,Hard
QID_16801,Calculate Geometry for a specific case.,Mathematics,Geometry,Apply,Midterm,11,3.3,65.6,Medium
QID_18010,,Computer Science,Data Structures,Apply,Midterm,16,3.2,64.7,Medium
QID_14330,Illustrate Thermodynamics for a specific case.,Physics,Thermodynamics,Apply,Final,8,3.1,62.2,Medium
QID_18924,Critically analyze Statistics considering edge cases.,Mathematics,Statistics,Evaluate,Quiz,22,2.3,45.2,Medium
QID_15334,Identify Statistics as defined in the textbook.,Mathematics,Statistics,Remember,Quiz,8,4.2,83.5,Easy
QID_17330,Outline Statistics in a standard system.,Mathematics,Statistics,Apply,Midterm,6,2.9,57.4,Medium
QID_19348,Synthesize Algorithms considering edge cases.,Computer Science,Algorithms,Evaluate,Quiz,5,1.9,37.5,Hard
